a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
MAX REWD: 1.2274999999999996 REWD_ID: 0,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,0,
c,0,
;,6120.925842626773,
+,1.7436283333333336,
<,1.1671111111111112,
>,0.45318201556092247,
ENTR,0.1,
REW,1.2274999999999996,
lr,0.0002,
a,-0.50935364,
c,0.02986285,
;,9856.722416349312,
+,-1.9233707407407405,
<,2.324822222222222,
>,-0.37132067654148776,
ENTR,0.09924104809761047,
REW,-1.3027666666666666,
lr,0.0002,
a,-0.55959994,
c,0.027665146,
;,9723.743337074284,
+,-2.032551666666667,
<,2.324822222222222,
>,-0.3582836468030504,
ENTR,0.0981709286570549,
REW,-1.36295,
lr,0.0002,
a,-0.6273077,
c,0.04476127,
;,6569.109459321958,
+,1.076548148148148,
<,1.3046,
>,0.36519793173219833,
ENTR,0.09708407521247864,
REW,0.7916999999999997,
lr,0.0002,
a,-0.66845095,
c,0.030948158,
;,7857.753633530007,
+,-0.10945796296296288,
<,1.7558444444444445,
>,0.10061484223047597,
ENTR,0.09604083746671677,
REW,-0.025599999999999956,
lr,0.0002,
a,-0.7044736,
c,0.037548285,
;,7462.486391476541,
+,0.2016627777777778,
<,1.690688888888889,
>,0.19250586648526272,
ENTR,0.09498646855354309,
REW,0.19763333333333316,
lr,0.0002,
a,-0.7385601,
c,0.030302905,
;,7062.538400043966,
+,0.7123192592592592,
<,1.466088888888889,
>,0.29482245882876396,
ENTR,0.0939779058098793,
REW,0.5453499999999997,
lr,0.0002,
a,-0.77634907,
c,0.031202182,
;,5593.961827339875,
+,1.686227222222222,
<,1.1376666666666666,
>,0.6427751718828734,
ENTR,0.09294993430376053,
REW,1.2691333333333326,
lr,0.0002,
MAX REWD: 1.2691333333333326 REWD_ID: 1,
a,-0.8133567,
c,0.024454147,
;,5402.5756089859005,
+,1.8409935185185187,
<,1.161888888888889,
>,0.6963324380070273,
ENTR,0.09196071326732635,
REW,1.383083333333333,
lr,0.0002,
MAX REWD: 1.383083333333333 REWD_ID: 2,
a,-0.8459928,
c,0.017445382,
